Id,Location,Size,Bedrooms,Bathrooms,Year_Built,Price
18093,Pune,,4.0,3.0,2000.0,3748144
18094,Mumbai,1000 sqft,1.0,1.0,2012.0,8598168
18095,Gurgaon,1000 sqft,3.0,1.0,,5836193
18096,Delhi,900sqft,,2.0,,3502059
18097,Delhi,1500sqft,3.0,1.0,2000.0,4047620
18098,Delhi,1500sqft,3.0,3.0,2012.0,3945815
18099,Gurgaon,,2.0,1.0,2010.0,4217629
18100,Delhi,900sqft,3.0,1.0,2008.0,3792007
18101,Noida,1000 sqft,2.0,,,3339438
18102,Gurgaon,1200 sqft,4.0,2.0,2015.0,5751785
18103,Noida,800 sqft,4.0,3.0,2005.0,3118763
18104,Delhi,,4.0,2.0,2005.0,3214869
18105,Delhi,800 sqft,2.0,1.0,2008.0,3785543
18106,Mumbai,1500sqft,2.0,1.0,2018.0,8009037
18107,Delhi,900sqft,3.0,2.0,2008.0,3685148
18108,Mumbai,,3.0,2.0,2015.0,5902371
18109,Delhi,900sqft,3.0,1.0,2018.0,3754717
18110,Bangalore,1200 sqft,2.0,3.0,2010.0,7117971
18111,Gurgaon,800 sqft,,2.0,2008.0,5022643
18112,Delhi,800 sqft,3.0,1.0,2005.0,4009610
18113,Mumbai,800 sqft,3.0,2.0,2012.0,7554220
18114,Delhi,2000 sqft,2.0,,2018.0,4413915
18115,Delhi,900sqft,4.0,,2000.0,3644702
18116,Noida,900sqft,3.0,1.0,,3219152
18117,Bangalore,1800 sqft,4.0,1.0,2012.0,6942370
18118,Bangalore,900sqft,,,2008.0,6180940
18119,Gurgaon,1000 sqft,3.0,,1995.0,5739007
18120,Gurgaon,1000 sqft,,,2018.0,5459411
18121,Mumbai,900sqft,3.0,1.0,1995.0,7260694
18122,Pune,,3.0,1.0,2012.0,3390980
18123,Bangalore,,2.0,1.0,2018.0,4888787
18124,Bangalore,,2.0,,,5072870
18125,Noida,NaN,2.0,1.0,2015.0,2646009
18126,Noida,NaN,,2.0,2015.0,2668056
18127,Delhi,,2.0,1.0,1998.0,3074395
18128,Bangalore,2000 sqft,2.0,2.0,2012.0,6985309
18129,Pune,2000 sqft,4.0,1.0,2005.0,5001246
18130,Mumbai,NaN,,3.0,2012.0,6015725
18131,Pune,900sqft,2.0,2.0,2018.0,4267663
18132,Pune,1200 sqft,2.0,1.0,2010.0,5149938
18133,Bangalore,800 sqft,4.0,3.0,2010.0,6636407
18134,Gurgaon,800 sqft,3.0,2.0,2012.0,5373397
18135,Pune,,4.0,3.0,2008.0,3267851
18136,Noida,1200 sqft,3.0,1.0,2012.0,3607728
18137,Mumbai,1800 sqft,,2.0,2000.0,8229761
18138,Bangalore,1200 sqft,3.0,3.0,2010.0,7191975
18139,Mumbai,1500sqft,3.0,2.0,2012.0,8039583
18140,Gurgaon,1500sqft,1.0,,1998.0,5178922
18141,Pune,1500sqft,4.0,1.0,2018.0,4467585
18142,Delhi,900sqft,2.0,2.0,,3572462
18143,Delhi,1800 sqft,1.0,3.0,2005.0,3956776
18144,Delhi,NaN,,2.0,1995.0,2908973
18145,Pune,800 sqft,2.0,2.0,2005.0,4514175
18146,Delhi,1000 sqft,3.0,1.0,2000.0,4067883
18147,Delhi,800 sqft,2.0,1.0,2015.0,4034403
18148,Mumbai,,1.0,2.0,2005.0,6085775
18149,Gurgaon,2000 sqft,1.0,,2012.0,5676982
18150,Delhi,1500sqft,3.0,1.0,2010.0,3975094
18151,Pune,900sqft,1.0,1.0,2018.0,3981235
18152,Bangalore,900sqft,2.0,,2015.0,6109580
18153,Mumbai,900sqft,3.0,3.0,2010.0,7002553
18154,Noida,,,1.0,2000.0,2326354
18155,Bangalore,900sqft,1.0,1.0,,5875319
18156,Mumbai,NaN,1.0,3.0,1995.0,6201025
18157,Pune,1000 sqft,4.0,1.0,2015.0,4720325
18158,Pune,2000 sqft,1.0,1.0,1995.0,4876663
18159,Delhi,,2.0,3.0,2015.0,2946190
18160,Delhi,900sqft,,3.0,2008.0,3834006
18161,Noida,,2.0,2.0,2000.0,2273405
18162,Pune,1200 sqft,,2.0,1998.0,5022646
18163,Mumbai,1800 sqft,1.0,,1998.0,8302866
18164,Delhi,2000 sqft,2.0,2.0,2008.0,4255767
18165,Bangalore,1000 sqft,3.0,2.0,2012.0,7075569
18166,Mumbai,800 sqft,1.0,2.0,2010.0,7614297
18167,Pune,1200 sqft,3.0,2.0,,5016185
18168,Mumbai,1800 sqft,2.0,2.0,2012.0,8425160
18169,Gurgaon,1800 sqft,4.0,2.0,2012.0,5659449
18170,Delhi,,1.0,1.0,2005.0,2811594
18171,Gurgaon,1000 sqft,3.0,2.0,1995.0,5700641
18172,Bangalore,,2.0,2.0,1998.0,4895249
18173,Mumbai,1800 sqft,1.0,2.0,2012.0,8268609
18174,Gurgaon,,3.0,1.0,1995.0,3820560
18175,Mumbai,,3.0,3.0,1995.0,6038927
18176,Delhi,1800 sqft,3.0,1.0,2012.0,4077173
18177,Gurgaon,1000 sqft,,1.0,2008.0,5541772
18178,Mumbai,NaN,,1.0,1995.0,5938024
18179,Mumbai,,3.0,1.0,1998.0,6232970
18180,Delhi,1800 sqft,3.0,1.0,1998.0,4207467
18181,Noida,1500sqft,3.0,2.0,2000.0,3250827
18182,Pune,1800 sqft,,1.0,2015.0,5093803
18183,Mumbai,1200 sqft,4.0,2.0,2010.0,8272958
18184,Bangalore,2000 sqft,,,1995.0,7068777
18185,Noida,2000 sqft,2.0,1.0,2018.0,3255879
18186,Noida,1500sqft,2.0,,,3034584
18187,Noida,,,,2012.0,2718665
18188,Bangalore,1800 sqft,3.0,1.0,2010.0,6901396
18189,Noida,,3.0,2.0,2015.0,2380080
18190,Noida,,3.0,3.0,2018.0,2628259
18191,Pune,1000 sqft,4.0,,2012.0,5040471
18192,Mumbai,900sqft,,1.0,2018.0,7349085
18193,Pune,900sqft,2.0,2.0,2005.0,4339486
18194,Mumbai,1800 sqft,3.0,3.0,2015.0,8503657
18195,Noida,,2.0,1.0,2018.0,2555697
18196,Gurgaon,NaN,3.0,1.0,1998.0,3855290
18197,Delhi,2000 sqft,3.0,2.0,2015.0,4207688
18198,Bangalore,2000 sqft,3.0,3.0,2012.0,7140690
18199,Bangalore,,4.0,3.0,2012.0,5228201
18200,Delhi,1500sqft,4.0,1.0,2015.0,3769073
18201,Delhi,,2.0,1.0,1995.0,2870542
18202,Mumbai,2000 sqft,3.0,1.0,1995.0,8276161
18203,Bangalore,1000 sqft,2.0,,2008.0,7159619
18204,Mumbai,,2.0,1.0,2005.0,6052728
18205,Pune,NaN,2.0,1.0,2018.0,3600634
18206,Delhi,1200 sqft,4.0,1.0,2008.0,4371379
18207,Delhi,NaN,,2.0,1998.0,3032863
18208,Noida,,,2.0,2015.0,2301076
18209,Mumbai,800 sqft,4.0,1.0,2005.0,7764306
18210,Delhi,1500sqft,2.0,1.0,2005.0,3801801
18211,Noida,900sqft,2.0,2.0,,2950852
18212,Bangalore,1200 sqft,4.0,,1998.0,6818080
18213,Bangalore,,,2.0,2012.0,5234228
18214,Pune,NaN,4.0,,2005.0,3749107
18215,Pune,2000 sqft,3.0,3.0,2000.0,4770370
18216,Delhi,,1.0,,1998.0,3218757
18217,Pune,1500sqft,3.0,1.0,2008.0,4320906
18218,Pune,,2.0,2.0,,3624905
18219,Bangalore,900sqft,1.0,1.0,,6234011
18220,Gurgaon,800 sqft,2.0,,2015.0,5140120
18221,Delhi,800 sqft,1.0,,2000.0,3822708
18222,Pune,1000 sqft,,1.0,2005.0,5137211
18223,Noida,1500sqft,3.0,1.0,,3377639
18224,Delhi,800 sqft,2.0,2.0,2018.0,3828826
18225,Pune,1000 sqft,,2.0,1995.0,5104502
18226,Noida,,,,1995.0,2489517
18227,Noida,1000 sqft,4.0,3.0,2012.0,3679339
18228,Bangalore,,2.0,2.0,2018.0,5028403
18229,Delhi,,3.0,2.0,1998.0,2955564
18230,Gurgaon,900sqft,3.0,,,4889272
18231,Gurgaon,1500sqft,1.0,,2018.0,5307460
18232,Noida,1000 sqft,4.0,1.0,1995.0,3560422
18233,Delhi,1500sqft,3.0,2.0,2015.0,4086294
18234,Gurgaon,,3.0,1.0,2000.0,4051873
18235,Mumbai,1200 sqft,4.0,3.0,2010.0,8634910
18236,Mumbai,900sqft,1.0,3.0,2000.0,7329090
18237,Pune,,3.0,,2012.0,3659589
18238,Delhi,1200 sqft,2.0,1.0,1995.0,3968364
18239,Bangalore,1800 sqft,,,2000.0,6900311
18240,Delhi,1200 sqft,4.0,,1998.0,4042969
18241,Noida,,4.0,2.0,1995.0,2272629
18242,Delhi,900sqft,,2.0,2012.0,3812202
18243,Delhi,NaN,2.0,1.0,2008.0,3178899
18244,Noida,1200 sqft,4.0,,2005.0,3352753
18245,Noida,2000 sqft,1.0,2.0,1995.0,3595216
18246,Pune,,3.0,1.0,2008.0,3356341
18247,Delhi,1000 sqft,2.0,2.0,,3988271
18248,Gurgaon,900sqft,2.0,1.0,,4978470
18249,Bangalore,2000 sqft,3.0,2.0,2018.0,7193353
18250,Mumbai,1800 sqft,4.0,,1998.0,8356602
18251,Noida,1200 sqft,2.0,1.0,2015.0,3469095
18252,Delhi,NaN,4.0,1.0,2000.0,2939844
18253,Gurgaon,2000 sqft,1.0,2.0,2012.0,5548009
18254,Gurgaon,1500sqft,4.0,1.0,2012.0,4962352
18255,Pune,800 sqft,2.0,1.0,2010.0,4590573
18256,Pune,,3.0,2.0,2010.0,3614972
18257,Mumbai,800 sqft,,1.0,1998.0,7742606
18258,Delhi,2000 sqft,,1.0,2000.0,4085943
18259,Gurgaon,1000 sqft,4.0,1.0,2012.0,5710626
18260,Delhi,,3.0,2.0,2008.0,3166941
18261,Mumbai,NaN,2.0,,1995.0,5950538
18262,Noida,800 sqft,1.0,1.0,2015.0,3397404
18263,Bangalore,1800 sqft,3.0,1.0,2000.0,6763821
18264,Delhi,1200 sqft,2.0,2.0,1995.0,4059150
18265,Noida,1200 sqft,3.0,2.0,2000.0,3586544
18266,Delhi,2000 sqft,4.0,,1995.0,4016293
18267,Mumbai,900sqft,,,2010.0,7390544
18268,Bangalore,,3.0,1.0,,4779951
18269,Bangalore,1200 sqft,2.0,1.0,2010.0,7233352
18270,Pune,1200 sqft,3.0,2.0,2012.0,5079378
18271,Mumbai,1200 sqft,1.0,2.0,2000.0,8396458
18272,Mumbai,1200 sqft,4.0,2.0,2000.0,8154747
18273,Noida,800 sqft,3.0,3.0,2008.0,3027785
18274,Delhi,1800 sqft,4.0,2.0,2015.0,4096443
18275,Mumbai,900sqft,3.0,,2012.0,7424321
18276,Pune,2000 sqft,2.0,,,5118104
18277,Pune,800 sqft,2.0,2.0,2015.0,4397504
18278,Mumbai,,3.0,1.0,2008.0,5918976
18279,Noida,,,2.0,1998.0,2744139
18280,Mumbai,800 sqft,,3.0,2000.0,7725559
18281,Delhi,NaN,4.0,1.0,2012.0,2841464
18282,Bangalore,,2.0,,2012.0,4816323
18283,Mumbai,1200 sqft,1.0,3.0,2012.0,8482067
18284,Bangalore,NaN,2.0,2.0,1998.0,5199145
18285,Gurgaon,1500sqft,2.0,2.0,2000.0,5340880
18286,Bangalore,1000 sqft,3.0,2.0,2012.0,7224268
18287,Bangalore,,3.0,1.0,2008.0,5204279
18288,Gurgaon,,3.0,3.0,2012.0,3893839
18289,Pune,1800 sqft,4.0,2.0,2018.0,5039446
18290,Gurgaon,NaN,2.0,2.0,2015.0,4222881
18291,Pune,800 sqft,2.0,2.0,,4370468
18292,Mumbai,900sqft,1.0,1.0,2018.0,7071194
18293,Delhi,,,3.0,2018.0,3054790
18294,Gurgaon,,2.0,,2000.0,4189386
18295,Pune,,1.0,2.0,2018.0,3421715
18296,Mumbai,,3.0,2.0,,5837615
18297,Pune,1000 sqft,4.0,1.0,1995.0,5145555
18298,Gurgaon,,3.0,2.0,2018.0,4224116
18299,Gurgaon,1800 sqft,4.0,1.0,,5605477
18300,Bangalore,,2.0,1.0,2008.0,5223495
18301,Bangalore,NaN,3.0,3.0,,4821540
18302,Mumbai,2000 sqft,4.0,1.0,2012.0,8437260
18303,Mumbai,1200 sqft,3.0,1.0,2005.0,8632482
18304,Pune,1200 sqft,3.0,,2000.0,4794019
18305,Delhi,1500sqft,1.0,1.0,2000.0,4089574
18306,Bangalore,1000 sqft,4.0,3.0,1998.0,7209715
18307,Bangalore,1800 sqft,4.0,,2018.0,6852037
18308,Gurgaon,1200 sqft,3.0,1.0,2012.0,5779504
18309,Delhi,,3.0,1.0,2010.0,3238136
18310,Bangalore,,2.0,2.0,2012.0,4880277
18311,Gurgaon,,3.0,3.0,2000.0,4012714
18312,Gurgaon,1200 sqft,4.0,,2000.0,5829933
18313,Pune,,4.0,,,3710364
18314,Mumbai,1500sqft,3.0,1.0,2018.0,7625105
18315,Delhi,800 sqft,2.0,,2012.0,3900370
18316,Pune,,3.0,2.0,2000.0,3477398
18317,Bangalore,,4.0,2.0,2000.0,4866406
18318,Pune,1000 sqft,4.0,3.0,2012.0,4955286
18319,Bangalore,800 sqft,2.0,1.0,2000.0,6331965
18320,Noida,900sqft,2.0,2.0,2015.0,2883251
18321,Delhi,2000 sqft,,1.0,2005.0,4099673
18322,Delhi,,2.0,2.0,2000.0,2819769
18323,Bangalore,,,1.0,2018.0,4999299
18324,Pune,900sqft,3.0,1.0,1995.0,4044667
18325,Gurgaon,1000 sqft,3.0,2.0,2010.0,5758223
18326,Bangalore,1000 sqft,3.0,3.0,2005.0,6760187
18327,Noida,NaN,2.0,2.0,1995.0,2520909
18328,Bangalore,,1.0,3.0,2010.0,4914558
18329,Pune,,2.0,1.0,1998.0,3254287
18330,Mumbai,1500sqft,2.0,1.0,2015.0,7609900
18331,Pune,,1.0,2.0,2018.0,3574841
18332,Gurgaon,1000 sqft,2.0,2.0,2012.0,5818095
18333,Delhi,1000 sqft,3.0,,1995.0,3994774
18334,Noida,1500sqft,,1.0,1998.0,3268006
18335,Mumbai,1200 sqft,,1.0,2012.0,8512749
18336,Pune,1000 sqft,1.0,3.0,2012.0,4954649
18337,Pune,1200 sqft,4.0,1.0,2010.0,4956139
18338,Noida,2000 sqft,2.0,2.0,1998.0,3581369
18339,Gurgaon,1000 sqft,2.0,2.0,2018.0,5550199
18340,Gurgaon,900sqft,1.0,,2015.0,4973384
18341,Delhi,900sqft,2.0,2.0,2012.0,3717757
18342,Bangalore,900sqft,3.0,1.0,2015.0,6155896
18343,Delhi,,,2.0,2005.0,3189797
18344,Bangalore,,,1.0,1995.0,4788500
18345,Mumbai,2000 sqft,,,2018.0,8209647
18346,Pune,NaN,3.0,2.0,2012.0,3349238
18347,Pune,,4.0,1.0,2010.0,3385102
18348,Noida,1200 sqft,,1.0,2015.0,3414476
18349,Noida,1500sqft,,2.0,1998.0,3315945
18350,Noida,,3.0,,,2507576
18351,Pune,2000 sqft,,3.0,2015.0,4797211
18352,Delhi,800 sqft,3.0,,,3817713
18353,Delhi,800 sqft,3.0,3.0,2010.0,4134127
18354,Gurgaon,1000 sqft,4.0,,2018.0,5569986
18355,Noida,900sqft,3.0,2.0,2012.0,3004831
18356,Pune,800 sqft,2.0,1.0,2012.0,4398221
18357,Bangalore,900sqft,2.0,3.0,2000.0,5950914
18358,Bangalore,1000 sqft,3.0,2.0,2015.0,6948951
18359,Gurgaon,2000 sqft,2.0,1.0,2008.0,5512699
18360,Delhi,2000 sqft,,2.0,1995.0,4220829
18361,Pune,2000 sqft,4.0,1.0,2010.0,4847532
18362,Noida,900sqft,4.0,2.0,2012.0,2908817
18363,Gurgaon,,,1.0,,3759601
18364,Bangalore,,2.0,3.0,1995.0,4793144
18365,Gurgaon,,3.0,2.0,2005.0,4190590
18366,Noida,1200 sqft,2.0,2.0,2008.0,3561522
18367,Mumbai,1500sqft,3.0,2.0,2012.0,7614106
18368,Delhi,NaN,,2.0,2010.0,2836358
18369,Bangalore,,4.0,1.0,2000.0,5109947
18370,Bangalore,800 sqft,4.0,1.0,2018.0,6254615
18371,Delhi,,3.0,2.0,2012.0,2846115
18372,Noida,1000 sqft,3.0,1.0,2015.0,3699758
18373,Delhi,NaN,2.0,,,3103953
18374,Delhi,900sqft,3.0,1.0,2018.0,3613154
18375,Noida,1200 sqft,1.0,2.0,2012.0,3259718
18376,Mumbai,800 sqft,,1.0,2018.0,7875131
18377,Bangalore,2000 sqft,2.0,1.0,2015.0,6788087
18378,Mumbai,1500sqft,,2.0,2015.0,8024300
18379,Delhi,900sqft,4.0,,2012.0,3579521
18380,Bangalore,NaN,4.0,1.0,,5243765
18381,Mumbai,NaN,2.0,1.0,2000.0,6187908
18382,Gurgaon,1800 sqft,1.0,1.0,2000.0,5804204
18383,Gurgaon,1500sqft,4.0,1.0,1998.0,5094635
18384,Delhi,900sqft,4.0,1.0,1995.0,3592886
18385,Bangalore,NaN,2.0,1.0,2008.0,5138866
18386,Gurgaon,800 sqft,2.0,2.0,1995.0,5235326
18387,Noida,NaN,2.0,2.0,,2512761
18388,Delhi,800 sqft,2.0,3.0,,3867075
18389,Gurgaon,2000 sqft,2.0,1.0,,5556810
18390,Bangalore,NaN,4.0,2.0,2005.0,5196996
18391,Mumbai,1500sqft,3.0,1.0,1995.0,7564604
18392,Delhi,1200 sqft,4.0,1.0,2018.0,4341025
18393,Noida,1000 sqft,3.0,3.0,2012.0,3545287
18394,Delhi,,3.0,3.0,2005.0,2945068
18395,Delhi,800 sqft,1.0,1.0,2015.0,3749059
18396,Noida,900sqft,2.0,3.0,2005.0,3022002
18397,Gurgaon,900sqft,3.0,2.0,2008.0,4597310
18398,Pune,2000 sqft,,1.0,2008.0,4945661
18399,Bangalore,1500sqft,,2.0,2015.0,6559178
18400,Mumbai,,2.0,1.0,1995.0,5867235
18401,Bangalore,,2.0,1.0,,4905677
18402,Mumbai,,3.0,1.0,1995.0,6245439
18403,Noida,NaN,1.0,3.0,2018.0,2575021
18404,Mumbai,800 sqft,2.0,1.0,2000.0,7615122
18405,Noida,1200 sqft,,2.0,1998.0,3370331
18406,Bangalore,2000 sqft,,1.0,2012.0,6801970
18407,Noida,900sqft,4.0,3.0,2010.0,2863530
18408,Bangalore,2000 sqft,3.0,2.0,2008.0,6994388
18409,Mumbai,1200 sqft,2.0,2.0,2010.0,8641441
18410,Delhi,NaN,2.0,1.0,2012.0,2871180
18411,Delhi,,3.0,1.0,2000.0,2845940
18412,Gurgaon,NaN,1.0,2.0,,4033119
18413,Mumbai,,1.0,2.0,2012.0,5917993
18414,Mumbai,,2.0,3.0,2000.0,6034347
18415,Mumbai,1000 sqft,4.0,1.0,2000.0,8517267
18416,Delhi,2000 sqft,2.0,,2005.0,4090808
18417,Gurgaon,1000 sqft,3.0,1.0,1998.0,5609421
18418,Bangalore,800 sqft,1.0,3.0,2012.0,6250826
18419,Gurgaon,1800 sqft,3.0,2.0,1998.0,5368518
18420,Mumbai,1000 sqft,3.0,2.0,2008.0,8235761
18421,Gurgaon,2000 sqft,1.0,1.0,2008.0,5570807
18422,Gurgaon,2000 sqft,3.0,2.0,1998.0,5683653
18423,Mumbai,800 sqft,3.0,1.0,2008.0,7619216
18424,Bangalore,NaN,,1.0,2005.0,5152831
18425,Gurgaon,900sqft,2.0,1.0,2015.0,4741873
18426,Gurgaon,800 sqft,4.0,1.0,,5015005
18427,Gurgaon,,4.0,,2008.0,3818614
18428,Pune,1000 sqft,3.0,1.0,,4688395
18429,Mumbai,900sqft,2.0,2.0,1998.0,7030538
18430,Bangalore,,1.0,3.0,2010.0,5016627
18431,Delhi,900sqft,2.0,1.0,2018.0,3492055
18432,Mumbai,1000 sqft,3.0,3.0,2018.0,8441043
18433,Gurgaon,900sqft,2.0,2.0,2010.0,4855010
18434,Bangalore,1800 sqft,1.0,1.0,,6801975
18435,Noida,900sqft,1.0,2.0,2012.0,3036876
18436,Noida,900sqft,3.0,2.0,2015.0,3205782
18437,Noida,1500sqft,3.0,2.0,2010.0,3443368
18438,Gurgaon,800 sqft,4.0,2.0,1995.0,5355642
18439,Noida,2000 sqft,2.0,2.0,2008.0,3426874
18440,Pune,1800 sqft,2.0,,,4801922
18441,Gurgaon,1500sqft,2.0,1.0,2018.0,4966169
18442,Mumbai,1500sqft,4.0,,1998.0,8022078
18443,Gurgaon,,4.0,1.0,2000.0,4003930
18444,Delhi,1800 sqft,2.0,3.0,2008.0,4028454
18445,Gurgaon,900sqft,,2.0,2012.0,4706729
18446,Bangalore,1500sqft,2.0,2.0,1998.0,6317937
18447,Gurgaon,1000 sqft,4.0,1.0,2005.0,5470963
18448,Delhi,,4.0,3.0,,2913303
18449,Delhi,,,3.0,2010.0,3206054
18450,Bangalore,,2.0,1.0,1998.0,4808071
18451,Delhi,900sqft,2.0,2.0,2010.0,3728015
18452,Bangalore,800 sqft,,2.0,2008.0,6334111
18453,Pune,800 sqft,,2.0,1995.0,4445295
18454,Mumbai,1200 sqft,,2.0,2000.0,8513929
18455,Gurgaon,1800 sqft,2.0,1.0,2010.0,5555848
18456,Mumbai,,3.0,1.0,2015.0,6192751
18457,Bangalore,1500sqft,,3.0,2000.0,6465736
18458,Gurgaon,1200 sqft,2.0,1.0,1995.0,5822964
18459,Pune,,4.0,1.0,1998.0,3377589
18460,Pune,NaN,1.0,1.0,2012.0,3677530
18461,Mumbai,1200 sqft,,1.0,2012.0,8493707
18462,Noida,1800 sqft,,1.0,2018.0,3283910
18463,Delhi,NaN,2.0,2.0,2018.0,3207455
18464,Pune,,3.0,2.0,2012.0,3696659
18465,Delhi,800 sqft,,2.0,2010.0,3993664
18466,Noida,NaN,2.0,2.0,2015.0,2485537
18467,Gurgaon,1800 sqft,4.0,,2012.0,5693368
18468,Delhi,1800 sqft,2.0,2.0,2005.0,4254795
18469,Gurgaon,1200 sqft,2.0,,2008.0,5504918
18470,Pune,900sqft,3.0,1.0,2015.0,4315288
18471,Bangalore,1500sqft,1.0,,2000.0,6250172
18472,Gurgaon,,2.0,2.0,2018.0,4181813
18473,Bangalore,1200 sqft,3.0,2.0,1998.0,6816693
18474,Bangalore,1200 sqft,2.0,2.0,2010.0,7092235
18475,Pune,,3.0,2.0,1998.0,3696579
18476,Mumbai,800 sqft,3.0,2.0,2015.0,8038944
18477,Pune,1800 sqft,3.0,1.0,1998.0,5110208
18478,Bangalore,1800 sqft,,1.0,2015.0,6770148
18479,Gurgaon,,,2.0,2008.0,3941292
18480,Gurgaon,800 sqft,3.0,3.0,2015.0,5226645
18481,Gurgaon,900sqft,3.0,2.0,1995.0,4935544
18482,Mumbai,1200 sqft,3.0,3.0,2000.0,8335819
18483,Pune,1200 sqft,1.0,1.0,2000.0,4736124
18484,Gurgaon,NaN,3.0,1.0,1995.0,4178548
18485,Gurgaon,1000 sqft,2.0,,2000.0,5719765
18486,Bangalore,1800 sqft,3.0,2.0,,6863175
18487,Noida,NaN,,2.0,2010.0,2637259
18488,Bangalore,1500sqft,3.0,,1995.0,6560599
18489,Bangalore,1000 sqft,3.0,2.0,2012.0,7128213
18490,Bangalore,1800 sqft,3.0,,2008.0,6879298
18491,Pune,NaN,1.0,3.0,,3540876
18492,Bangalore,2000 sqft,2.0,1.0,1998.0,7079318
18493,Noida,NaN,,1.0,,2503232
18494,Pune,2000 sqft,3.0,3.0,2010.0,5133990
18495,Pune,1800 sqft,2.0,2.0,2000.0,4726573
18496,Noida,NaN,2.0,1.0,2008.0,2706887
18497,Delhi,1500sqft,1.0,3.0,2018.0,3707482
18498,Pune,900sqft,2.0,1.0,2015.0,4244130
18499,Mumbai,,,,2012.0,6119429
18500,Noida,800 sqft,2.0,2.0,,3407265
18501,Pune,1800 sqft,2.0,2.0,1995.0,5077556
18502,Noida,1500sqft,2.0,1.0,2012.0,3378191
18503,Mumbai,1000 sqft,2.0,2.0,2012.0,8523767
18504,Pune,1000 sqft,1.0,3.0,2015.0,5059447
18505,Delhi,1500sqft,1.0,3.0,2008.0,3687407
18506,Bangalore,1800 sqft,3.0,2.0,,6895219
18507,Delhi,NaN,4.0,,2008.0,2836022
18508,Gurgaon,,1.0,2.0,2005.0,3857876
18509,Mumbai,,4.0,3.0,2010.0,5874215
18510,Mumbai,1500sqft,4.0,3.0,2010.0,7843656
18511,Bangalore,,3.0,1.0,2018.0,4828375
18512,Gurgaon,2000 sqft,3.0,1.0,2018.0,5776005
18513,Gurgaon,1200 sqft,2.0,1.0,2015.0,5437833
18514,Mumbai,900sqft,3.0,1.0,2018.0,7044812
18515,Gurgaon,2000 sqft,2.0,2.0,2000.0,5683262
18516,Mumbai,2000 sqft,1.0,2.0,2000.0,8365898
18517,Gurgaon,800 sqft,2.0,1.0,,5442020
18518,Gurgaon,1200 sqft,2.0,,2010.0,5401544
18519,Bangalore,1800 sqft,4.0,1.0,2012.0,6904892
18520,Mumbai,,2.0,1.0,2010.0,6186547
18521,Delhi,1800 sqft,2.0,1.0,2015.0,4136815
18522,Bangalore,1200 sqft,,3.0,2005.0,7165489
18523,Gurgaon,2000 sqft,1.0,2.0,1998.0,5530868
18524,Bangalore,1000 sqft,3.0,3.0,2012.0,6914307
18525,Delhi,1800 sqft,4.0,1.0,2012.0,4046701
18526,Noida,1000 sqft,,3.0,1995.0,3460689
18527,Delhi,2000 sqft,3.0,1.0,1995.0,4186464
18528,Bangalore,1800 sqft,4.0,2.0,2012.0,7178965
18529,Bangalore,800 sqft,,,2010.0,6260227
18530,Noida,1800 sqft,2.0,1.0,2018.0,3608435
18531,Bangalore,900sqft,2.0,1.0,2012.0,6125033
18532,Delhi,,3.0,2.0,1995.0,3220609
18533,Bangalore,2000 sqft,4.0,1.0,2008.0,7170205
18534,Gurgaon,NaN,1.0,2.0,,4122518
18535,Delhi,1000 sqft,1.0,2.0,2005.0,4073799
18536,Pune,1000 sqft,2.0,3.0,2000.0,5139434
18537,Delhi,800 sqft,2.0,1.0,,4121377
18538,Bangalore,2000 sqft,,2.0,2000.0,7039942
18539,Delhi,1200 sqft,,,2000.0,4004448
18540,Mumbai,,2.0,1.0,,5863502
18541,Noida,1000 sqft,4.0,,2018.0,3498053
18542,Gurgaon,NaN,,1.0,1995.0,3855324
18543,Bangalore,1200 sqft,1.0,2.0,1998.0,7022104
18544,Pune,1200 sqft,,2.0,2008.0,4775715
18545,Bangalore,800 sqft,3.0,2.0,1995.0,6473011
18546,Noida,1500sqft,2.0,2.0,2005.0,3137501
18547,Gurgaon,NaN,1.0,3.0,1995.0,4068843
18548,Mumbai,1500sqft,4.0,1.0,2005.0,8024431
18549,Pune,,2.0,1.0,2015.0,3388095
18550,Delhi,1200 sqft,,,1998.0,4387034
18551,Delhi,NaN,,1.0,,3137135
18552,Bangalore,900sqft,3.0,2.0,1998.0,6176221
18553,Noida,1500sqft,3.0,1.0,2010.0,3020204
18554,Delhi,800 sqft,2.0,1.0,,3698631
18555,Noida,1500sqft,4.0,1.0,1995.0,3294500
18556,Bangalore,800 sqft,2.0,,2012.0,6451673
18557,Noida,,,1.0,2015.0,2721038
18558,Pune,1000 sqft,3.0,2.0,2018.0,5095953
18559,Pune,1000 sqft,,,,5057756
18560,Mumbai,1200 sqft,2.0,1.0,,8509379
18561,Bangalore,NaN,3.0,1.0,,5122790
18562,Pune,1500sqft,,1.0,2000.0,4337708
18563,Mumbai,800 sqft,3.0,1.0,2018.0,7902295
18564,Bangalore,1500sqft,3.0,1.0,2015.0,6681733
18565,Mumbai,800 sqft,2.0,2.0,2015.0,7751033
18566,Noida,,,1.0,2012.0,2468404
18567,Pune,800 sqft,1.0,1.0,2010.0,4733031
18568,Pune,,1.0,2.0,2018.0,3333740
18569,Noida,900sqft,3.0,1.0,2015.0,2942584
18570,Gurgaon,800 sqft,4.0,1.0,2000.0,5378428
18571,Delhi,1000 sqft,3.0,1.0,2012.0,4394215
18572,Mumbai,1000 sqft,2.0,,2008.0,8154507
